0363-01-01,3.13,0,0
0362-01-01,3.13,0,0
0361-01-01,5.15,0,0
0360-01-01,5.15,0,0
0359-01-01,5.16,0,0
0358-01-01,7.18,0,0
0357-01-01,7.18,0,0
0356-01-01,7.18,0,0
0355-01-01,7.18,0,0
0354-01-01,7.19,0,0
0353-01-01,9.21,0,0
0352-01-01,9.21,0,0
0351-01-01,9.21,0,0
0350-01-01,9.21,0,0
0349-01-01,11.24,0,0
0348-01-01,11.24,0,0
0347-01-01,11.24,0,0
0346-01-01,11.24,0,0
0345-01-01,13.27,0,0
0344-01-01,13.27,0,0
0342-01-01,13.27,0,0
0341-01-01,13.27,0,0
0340-01-01,15.3,0,0
0339-01-01,15.3,0,0
0338-01-01,15.3,0,0
0337-01-01,15.3,0,0
0336-01-01,17.32,0,0
0335-01-01,17.32,0,0
0334-01-01,17.33,0,0
0333-01-01,17.33,0,0
0332-01-01,19.35,0,0
0331-01-01,19.35,0,0
0330-01-01,19.35,0,0
0329-01-01,19.36,0,0
0328-01-01,19.36,0,0
0327-01-01,21.38,0,0
0326-01-01,21.38,0,0
0325-01-01,21.38,0,0
0324-01-01,21.39,0,0
0323-01-01,21.39,0,0
0322-01-01,23.41,0,0
0321-01-01,23.41,0,0
0319-01-01,23.41,0,0
0318-01-01,23.41,0,0
0317-01-01,23.42,0,0
0316-01-01,25.44,0,0
0315-01-01,25.44,0,0
0314-01-01,25.44,0,0
0313-01-01,25.44,0,0
0312-01-01,25.45,0,0
0311-01-01,27.47,0,0
0310-01-01,27.47,0,0
0309-01-01,27.47,0,0
0308-01-01,27.47,0,0
0307-01-01,27.47,0,0
0306-01-01,29.5,0,0
0305-01-01,29.5,0,0
0304-01-01,29.5,0,0
0303-01-01,29.5,0,0
0302-01-01,29.5,0,0
0301-01-01,31.53,0,0
0300-01-01,31.53,0,0
0299-01-01,31.53,0,0
0297-01-01,31.53,0,0
0296-01-01,31.53,0,0
0295-01-01,33.56,0,0
0294-01-01,33.56,0,0
0293-01-01,33.56,0,0
0292-01-01,33.56,0,0
0291-01-01,33.56,0,0
0290-01-01,33.56,0,0
0289-01-01,33.57,0,0
0288-01-01,33.57,0,0
0287-01-01,33.57,0,0
0286-01-01,33.57,0,0
0285-01-01,33.57,0,0
0284-01-01,33.57,0,0
0283-01-01,31.55,0,0
0282-01-01,31.55,0,0
0281-01-01,31.55,0,0
0280-01-01,29.53,0,0
0279-01-01,29.53,0,0
0278-01-01,27.51,0,0
0277-01-01,27.51,0,0
0276-01-01,27.51,0,0
0274-01-01,25.49,0,0
0273-01-01,25.49,0,0
0272-01-01,25.49,0,0
0271-01-01,23.47,0,0
0270-01-01,23.47,0,0
0269-01-01,23.47,0,0
0268-01-01,23.47,0,0
0267-01-01,21.45,0,0
0266-01-01,21.45,0,0
0265-01-01,19.43,0,0
0264-01-01,17.41,0,0
0263-01-01,19.43,0,0
0262-01-01,19.43,0,0
0261-01-01,23.48,0,0
0260-01-01,25.5,0,0
0259-01-01,27.53,0,0
0258-01-01,29.55,0,0
0257-01-01,31.58,0,0
0256-01-01,31.58,0,0
0255-01-01,33.61,0,0
0254-01-01,35.63,0,0
0252-01-01,35.63,0,0
0251-01-01,35.63,0,0
0250-01-01,35.63,0,0
0249-01-01,35.63,0,0
0248-01-01,33.61,0,0
0247-01-01,33.61,0,0
0246-01-01,31.59,0,0
0245-01-01,29.57,0,0
0244-01-01,29.57,0,0
0243-01-01,27.55,0,0
0242-01-01,27.55,0,0
0241-01-01,25.53,0,0
0240-01-01,25.53,0,0
0239-01-01,23.51,0,0
0238-01-01,23.51,0,0
0237-01-01,21.48,0,0
0236-01-01,21.49,0,0
0235-01-01,21.49,0,0
0234-01-01,21.49,0,0
0233-01-01,19.47,0,0
0232-01-01,19.47,0,0
0231-01-01,19.47,0,0
0229-01-01,21.49,0,0
0228-01-01,21.49,0,0
0227-01-01,23.52,0,0
0226-01-01,25.54,0,0
0225-01-01,27.57,0,0
0224-01-01,29.59,0,0
0223-01-01,31.62,0,0
0222-01-01,33.64,0,0
0221-01-01,33.64,0,0
