0004-01-01,5.45,0,0
0006-01-01,11.02,0,0
0007-01-01,18.44,0,0
0008-01-01,25.87,0,0
0009-01-01,29.58,0,0
0010-01-01,31.43,0,0
0012-01-01,33.29,0,0
0013-01-01,29.57,0,0
0014-01-01,25.86,0,0
0015-01-01,22.14,0,0
0017-01-01,18.42,0,0
0018-01-01,16.57,0,0
0019-01-01,16.56,0,0
0020-01-01,16.56,0,0
0022-01-01,14.7,0,0
0023-01-01,12.84,0,0
0024-01-01,3.56,0,0
0025-01-01,3.56,0,0
0026-01-01,3.55,0,0
0028-01-01,3.55,0,0
0029-01-01,3.55,0,0
0030-01-01,7.26,0,0
0031-01-01,12.83,0,0
0033-01-01,22.11,0,0
0034-01-01,44.39,0,0
0035-01-01,62.95,0,0
0036-01-01,70.38,0,0
0037-01-01,81.52,0,0
0039-01-01,88.94,0,0
0040-01-01,90.79,0,0
0041-01-01,90.79,0,0
0042-01-01,90.79,0,0
0044-01-01,88.93,0,0
0045-01-01,87.07,0,0
0046-01-01,83.36,0,0
0047-01-01,79.64,0,0
0049-01-01,81.5,0,0
0050-01-01,83.35,0,0
0051-01-01,109.34,0,0
0052-01-01,114.91,0,0
0053-01-01,116.77,0,0
0055-01-01,116.76,0,0
0056-01-01,116.76,0,0
0057-01-01,116.76,0,0
0058-01-01,114.9,0,0
0060-01-01,109.33,0,0
0061-01-01,94.47,0,0
0062-01-01,92.61,0,0
0063-01-01,92.61,0,0
0065-01-01,116.75,0,0
0066-01-01,127.88,0,0
0067-01-01,144.59,0,0
0068-01-01,155.73,0,0
0069-01-01,168.72,0,0
0071-01-01,181.72,0,0
0072-01-01,196.57,0,0
0073-01-01,204,0,0
0074-01-01,209.56,0,0
0076-01-01,218.84,0,0
0077-01-01,222.56,0,0
0078-01-01,226.27,0,0
0079-01-01,229.98,0,0
0081-01-01,231.83,0,0
0082-01-01,237.4,0,0
0083-01-01,237.4,0,0
0084-01-01,237.4,0,0
0085-01-01,237.39,0,0
0087-01-01,235.54,0,0
0088-01-01,229.96,0,0
0089-01-01,226.25,0,0
0090-01-01,215.11,0,0
0092-01-01,213.25,0,0
0093-01-01,205.82,0,0
0094-01-01,205.82,0,0
0095-01-01,205.81,0,0
0096-01-01,203.96,0,0
0098-01-01,203.95,0,0
0099-01-01,207.66,0,0
0100-01-01,211.38,0,0
0101-01-01,215.09,0,0
0103-01-01,216.94,0,0
0104-01-01,213.23,0,0
0105-01-01,209.51,0,0
0106-01-01,205.8,0,0
0108-01-01,202.08,0,0
0109-01-01,198.36,0,0
0110-01-01,181.65,0,0
0111-01-01,174.22,0,0
0112-01-01,168.65,0,0
0114-01-01,163.08,0,0
0115-01-01,161.22,0,0
0116-01-01,155.65,0,0
0117-01-01,151.93,0,0
0119-01-01,148.22,0,0
0120-01-01,148.22,0,0
0121-01-01,146.36,0,0
0122-01-01,142.64,0,0
0124-01-01,142.64,0,0
0125-01-01,142.64,0,0
0126-01-01,140.78,0,0
0127-01-01,138.92,0,0
0128-01-01,137.06,0,0
0130-01-01,135.2,0,0
0131-01-01,127.77,0,0
0132-01-01,122.2,0,0
0133-01-01,116.63,0,0
0135-01-01,112.91,0,0
0136-01-01,107.34,0,0
0137-01-01,101.77,0,0
0138-01-01,98.05,0,0
0139-01-01,96.19,0,0
0141-01-01,96.19,0,0
0142-01-01,94.33,0,0
0143-01-01,96.19,0,0
0144-01-01,99.9,0,0
0146-01-01,105.47,0,0
0147-01-01,122.18,0,0
0148-01-01,125.89,0,0
0149-01-01,131.45,0,0
0151-01-01,131.45,0,0
0152-01-01,131.45,0,0
0153-01-01,129.59,0,0
0154-01-01,129.59,0,0
0155-01-01,127.73,0,0
0157-01-01,118.45,0,0
0158-01-01,111.02,0,0
0159-01-01,103.59,0,0
0160-01-01,98.02,0,0
0162-01-01,92.44,0,0
0163-01-01,85.01,0,0
0164-01-01,85.01,0,0
0165-01-01,83.15,0,0
0167-01-01,81.29,0,0
0168-01-01,79.44,0,0
0169-01-01,77.58,0,0
0170-01-01,75.72,0,0
0171-01-01,75.72,0,0
0173-01-01,73.86,0,0
0174-01-01,68.29,0,0
0175-01-01,66.43,0,0
0176-01-01,66.42,0,0
0178-01-01,66.42,0,0
0179-01-01,66.42,0,0
0180-01-01,66.42,0,0
0181-01-01,66.42,0,0
0183-01-01,66.41,0,0
0184-01-01,66.41,0,0
0185-01-01,64.55,0,0
0186-01-01,60.84,0,0
0187-01-01,58.98,0,0
0189-01-01,55.26,0,0
0190-01-01,53.4,0,0
0191-01-01,49.69,0,0
0192-01-01,45.97,0,0
0194-01-01,34.83,0,0
0195-01-01,32.97,0,0
0196-01-01,25.54,0,0
0197-01-01,23.68,0,0
0198-01-01,23.68,0,0
0200-01-01,23.68,0,0
0201-01-01,25.54,0,0
0202-01-01,29.25,0,0
0203-01-01,31.1,0,0
0205-01-01,34.81,0,0
0206-01-01,38.52,0,0
0207-01-01,40.38,0,0
0208-01-01,47.8,0,0
0210-01-01,51.51,0,0
0211-01-01,55.23,0,0
0212-01-01,58.94,0,0
0213-01-01,58.93,0,0
0214-01-01,58.93,0,0
0216-01-01,60.79,0,0
0217-01-01,60.78,0,0
0218-01-01,60.78,0,0
0219-01-01,60.78,0,0
0221-01-01,60.78,0,0
0222-01-01,60.78,0,0
0223-01-01,60.77,0,0
0224-01-01,60.77,0,0
0226-01-01,60.77,0,0
0227-01-01,58.91,0,0
0228-01-01,55.2,0,0
0229-01-01,49.62,0,0
0230-01-01,45.91,0,0
0232-01-01,44.05,0,0
0233-01-01,40.33,0,0
0234-01-01,27.34,0,0
0235-01-01,25.48,0,0
0237-01-01,16.19,0,0
0238-01-01,-2.38,0,0
0239-01-01,-7.95,0,0
0240-01-01,-17.24,0,0
0242-01-01,-26.52,0,0
0243-01-01,-26.52,0,0
0244-01-01,-28.38,0,0
0245-01-01,-22.81,0,0
0246-01-01,-20.96,0,0
0248-01-01,6.89,0,0
0249-01-01,21.74,0,0
0250-01-01,29.16,0,0
0251-01-01,34.73,0,0
0253-01-01,42.16,0,0
0254-01-01,49.58,0,0
0255-01-01,55.15,0,0
0256-01-01,57,0,0
0257-01-01,58.86,0,0
0259-01-01,66.28,0,0
0260-01-01,71.85,0,0
0261-01-01,79.28,0,0
0262-01-01,86.7,0,0
0264-01-01,94.13,0,0
0265-01-01,101.55,0,0
0266-01-01,107.12,0,0
0267-01-01,112.69,0,0
0269-01-01,118.25,0,0
0270-01-01,125.68,0,0
0271-01-01,136.82,0,0
0272-01-01,144.24,0,0
0273-01-01,147.95,0,0
0275-01-01,155.38,0,0
0276-01-01,159.09,0,0
0277-01-01,160.94,0,0
0278-01-01,164.65,0,0
0280-01-01,168.36,0,0
0281-01-01,172.08,0,0
0282-01-01,173.93,0,0
0283-01-01,177.64,0,0
0285-01-01,181.35,0,0
0286-01-01,183.21,0,0
0287-01-01,185.06,0,0
0288-01-01,186.92,0,0
0289-01-01,188.77,0,0
0291-01-01,190.63,0,0
0292-01-01,190.62,0,0
0293-01-01,192.48,0,0
0294-01-01,192.48,0,0
0296-01-01,192.47,0,0
0297-01-01,192.47,0,0
0298-01-01,192.47,0,0
0299-01-01,192.47,0,0
0300-01-01,192.47,0,0
0302-01-01,192.46,0,0
0303-01-01,192.46,0,0
0304-01-01,192.46,0,0
0305-01-01,192.46,0,0
0307-01-01,192.46,0,0
0308-01-01,192.45,0,0
0309-01-01,192.45,0,0
0310-01-01,198.02,0,0
0312-01-01,203.59,0,0
0313-01-01,220.29,0,0
0314-01-01,227.72,0,0
0315-01-01,238.86,0,0
0316-01-01,240.71,0,0
0318-01-01,240.71,0,0
0319-01-01,240.71,0,0
0320-01-01,242.56,0,0
0321-01-01,244.42,0,0
0323-01-01,246.27,0,0
0324-01-01,246.27,0,0
0325-01-01,246.27,0,0
0326-01-01,246.27,0,0
0328-01-01,246.26,0,0
0329-01-01,246.26,0,0
0330-01-01,244.4,0,0
0331-01-01,242.54,0,0
0332-01-01,240.68,0,0
0334-01-01,240.68,0,0
0335-01-01,240.68,0,0
0336-01-01,240.68,0,0
0337-01-01,238.82,0,0
0339-01-01,236.96,0,0
0340-01-01,235.1,0,0
0341-01-01,233.24,0,0
0342-01-01,231.38,0,0
0344-01-01,227.67,0,0
0345-01-01,225.81,0,0
0346-01-01,225.81,0,0
0347-01-01,223.95,0,0
0348-01-01,220.23,0,0
0350-01-01,218.38,0,0
0351-01-01,216.52,0,0
0352-01-01,214.66,0,0
0353-01-01,209.09,0,0
0355-01-01,207.23,0,0
0356-01-01,205.37,0,0
0357-01-01,203.51,0,0
0358-01-01,201.65,0,0
0359-01-01,201.65,0,0
0361-01-01,199.79,0,0
0362-01-01,197.93,0,0
0363-01-01,196.07,0,0
0364-01-01,196.07,0,0
0366-01-01,196.07,0,0
0367-01-01,196.07,0,0
0368-01-01,196.06,0,0
0369-01-01,194.2,0,0
0371-01-01,194.2,0,0
0372-01-01,192.34,0,0
0373-01-01,192.34,0,0
0374-01-01,194.2,0,0
0375-01-01,218.33,0,0
0377-01-01,229.47,0,0
0378-01-01,236.89,0,0
0379-01-01,242.46,0,0
0380-01-01,249.89,0,0
0382-01-01,253.6,0,0
0383-01-01,255.45,0,0
0384-01-01,255.45,0,0
0385-01-01,257.3,0,0
0387-01-01,257.3,0,0
0388-01-01,251.73,0,0
0389-01-01,236.87,0,0
0390-01-01,235.02,0,0
0391-01-01,235.01,0,0
0393-01-01,235.01,0,0
0394-01-01,229.44,0,0
0395-01-01,227.58,0,0
0396-01-01,218.3,0,0
0398-01-01,216.44,0,0
0399-01-01,214.58,0,0
0400-01-01,212.72,0,0
0401-01-01,209,0,0
0403-01-01,209,0,0
0404-01-01,207.14,0,0
0405-01-01,207.14,0,0
0406-01-01,207.14,0,0
0407-01-01,218.28,0,0
0409-01-01,255.41,0,0
0410-01-01,298.11,0,0
0411-01-01,309.25,0,0
0412-01-01,316.67,0,0
0414-01-01,324.1,0,0
0415-01-01,329.66,0,0
0416-01-01,331.52,0,0
0417-01-01,333.37,0,0
0418-01-01,333.37,0,0
0420-01-01,333.37,0,0
0421-01-01,333.37,0,0
0422-01-01,333.36,0,0
0423-01-01,333.36,0,0
0425-01-01,329.65,0,0
0426-01-01,327.79,0,0
0427-01-01,325.93,0,0
0428-01-01,324.07,0,0
0430-01-01,322.21,0,0
0431-01-01,320.35,0,0
0432-01-01,320.35,0,0
0433-01-01,320.35,0,0
0434-01-01,322.2,0,0
0436-01-01,325.92,0,0
0437-01-01,329.63,0,0
0438-01-01,333.34,0,0
0439-01-01,344.48,0,0
0441-01-01,361.18,0,0
0442-01-01,381.6,0,0
0443-01-01,389.03,0,0
0444-01-01,392.74,0,0
0446-01-01,394.6,0,0
0447-01-01,396.45,0,0
0448-01-01,396.45,0,0
0449-01-01,396.45,0,0
0450-01-01,396.44,0,0
0452-01-01,394.58,0,0
0453-01-01,394.58,0,0
0454-01-01,392.72,0,0
0455-01-01,390.87,0,0
0457-01-01,389.01,0,0
0458-01-01,387.15,0,0
0459-01-01,383.43,0,0
0460-01-01,379.72,0,0
0461-01-01,346.29,0,0
0463-01-01,335.15,0,0
0464-01-01,333.29,0,0
0465-01-01,333.29,0,0
0466-01-01,331.43,0,0
0468-01-01,329.57,0,0
