0000-01-01,115,0,0
0012-01-01,115,0,0
0023-01-01,127,0,0
0034-01-01,111,0,0
0040-01-01,117,0,0
0056-01-01,79,0,0
0066-01-01,47,0,0
0071-01-01,96,0,0
0084-01-01,78,0,0
0094-01-01,135,0,0
0100-01-01,59,0,0
0112-01-01,55,0,0
0125-01-01,36,0,0
0136-01-01,30,0,0
0146-01-01,26,0,0
0151-01-01,73,0,0
0165-01-01,50,0,0
0172-01-01,59,0,0
0183-01-01,68,0,0
0190-01-01,62,0,0
0200-01-01,63,0,0
0217-01-01,32,0,0
0228-01-01,32,0,0
0245-01-01,28,0,0
0251-01-01,37,0,0
0260-01-01,22,0,0
0271-01-01,20,0,0
0284-01-01,23,0,0
0299-01-01,10,0,0
0361-01-01,15,0,0
0392-01-01,15,0,0
0450-01-01,0,0,0
